"","unid","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age","gender_male"
"285",77813,TRUE,0,0,4,NA,1,1,1,1,0,6,NA,0,NA,3,22,0
"286",65593,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"287",48767,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,0,3,NA,26,0
"288",54766,FALSE,0,0,0,NA,1,0,0,0,0,6,6,4,NA,7,23,0
"289",60069,FALSE,0,0,2,NA,0,0,0,0,0,8,5,4,3,7,22,0
"290",37837,TRUE,1,1,2,NA,0,1,1,1,1,4,NA,3,NA,9,25,1
"291",19694,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,3,NA,NA,29,1
"292",56037,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"293",4726,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,32,1
"294",33472,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"295",14690,FALSE,0,1,11,NA,0,3,1,1,0,7,6,3,NA,2,27,0
"296",89275,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"297",3705,FALSE,1,0,4,6,3,NA,1,1,0,NA,NA,NA,NA,NA,32,0
"298",19005,FALSE,1,1,3,15,1,NA,0,1,0,6,5,9,3,3,27,0
"299",45127,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"300",1956,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34,0
"301",10928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,NA,28,1
"302",75095,FALSE,1,0,9,NA,0,1,1,1,1,7,3,5,4,3,21,0
"303",99633,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,7,NA,NA,20,1
"304",17337,FALSE,1,1,6,NA,1,0,1,0,0,6,NA,8,NA,4,28,0
"305",53893,FALSE,0,0,6,3,0,NA,0,1,1,NA,NA,NA,NA,NA,24,0
"306",84260,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,5,NA,NA,20,0
"307",37333,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"308",94331,TRUE,0,1,3,2,0,NA,0,1,1,9,NA,4,NA,5,20,1
"309",93084,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,2,NA,NA,21,1
"310",12821,FALSE,1,0,5,NA,0,0,0,0,1,6,NA,3,NA,6,27,0
"311",90236,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"312",28931,FALSE,1,0,11,NA,1,1,1,1,0,5,NA,8,NA,9,25,0
"313",24481,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,NA,NA,26,0
"314",91115,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,5,9,3,NA,22,0
"315",51747,FALSE,1,1,8,6,1,NA,1,1,1,NA,NA,NA,NA,NA,24,1
"316",26134,TRUE,1,1,6,NA,1,2,1,1,1,3,NA,8,NA,-1,26,1
"317",95538,FALSE,0,0,1,NA,0,0,0,0,0,3,7,4,NA,9,19,0
"318",52641,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,2,NA,NA,25,0
"319",44266,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,5,9,4,NA,25,1
"320",78752,FALSE,0,0,6,NA,1,1,0,1,0,6,NA,2,NA,6,20,0
"321",40863,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"322",38329,FALSE,1,1,5,3,0,NA,1,1,1,NA,NA,NA,NA,NA,26,1
"323",12359,FALSE,0,0,2,NA,2,1,1,1,0,7,7,3,NA,-2,28,0
"324",77105,TRUE,1,1,1,1,0,NA,1,0,0,NA,NA,NA,NA,NA,22,1
"325",42262,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,3,6,NA,NA,26,0
"326",2504,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33,0
"327",62739,TRUE,0,0,0,NA,0,NA,0,0,NA,8,5,1,5,11,23,1
"328",91898,FALSE,0,0,5,3,0,NA,1,1,0,NA,NA,NA,NA,NA,21,1
"329",27158,FALSE,0,0,4,NA,1,1,1,1,0,6,NA,6,NA,5,27,0
"330",60168,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,1
"331",100371,FALSE,0,0,6,3,0,NA,1,1,1,8,7,8,4,7,19,0
"332",19728,TRUE,0,0,6,4,2,NA,1,1,0,5,NA,1,NA,6,27,0
"333",77948,FALSE,0,0,9,NA,0,3,0,1,1,6,7,5,1,4,21,0
"334",5636,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,32,1
"335",82023,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"336",35471,FALSE,0,1,7,NA,1,2,1,1,0,4,5,1,NA,7,25,0
"337",60977,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"338",68109,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"339",1017,FALSE,1,0,3,0,2,NA,0,1,0,7,5,9,2,4,34,0
"340",24753,FALSE,0,0,0,NA,0,0,0,0,0,1,7,2,NA,9,26,0
"341",87002,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"342",41483,TRUE,1,0,4,3,0,NA,0,1,0,4,NA,9,NA,-2,25,0
"343",56979,FALSE,0,0,3,2,1,NA,1,1,0,NA,NA,NA,NA,NA,24,0
"344",26839,FALSE,0,1,5,NA,1,1,1,1,1,3,NA,5,NA,4,26,0
"345",29585,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,7,NA,NA,27,1
"346",67264,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"347",82319,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"348",19403,FALSE,1,0,4,NA,0,0,1,0,1,7,NA,3,NA,12,27,0
"349",30890,FALSE,1,0,1,NA,0,0,0,0,0,4,NA,0,NA,3,25,0
"350",14851,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,3,3,NA,30,0
"351",5242,FALSE,0,0,2,NA,2,1,1,1,1,5,NA,8,NA,7,30,0
"352",52272,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"353",95406,TRUE,1,0,8,5,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0
"354",15116,FALSE,0,1,5,NA,1,1,1,1,0,3,3,0,NA,6,28,0
"355",16924,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,8,6,0,3,NA,29,1
"356",101683,FALSE,1,1,3,15,0,NA,1,1,0,4,4,9,2,9,19,0
"357",75400,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,22,0
"358",64918,FALSE,1,1,2,2,0,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"359",33386,FALSE,1,1,5,3,0,NA,0,1,0,7,NA,2,NA,2,26,0
"360",33242,FALSE,1,1,6,1,2,NA,1,1,1,3,3,7,2,10,25,0
"361",38579,FALSE,0,0,1,NA,0,NA,0,0,0,3,4,3,NA,3,25,0
"362",50302,FALSE,0,0,6,NA,1,0,1,0,1,8,5,2,NA,7,24,0
"363",100518,FALSE,1,1,7,5,0,NA,1,1,0,NA,NA,NA,NA,NA,19,0
"364",73675,FALSE,0,0,3,NA,0,2,0,1,0,7,NA,1,NA,6,21,1
"365",89612,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,8,2,NA,NA,20,0
"366",62362,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"367",68547,FALSE,0,0,7,7,0,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"368",31205,FALSE,1,1,6,NA,2,1,1,1,1,6,NA,7,NA,4,25,0
"369",42985,TRUE,1,0,5,NA,0,2,1,1,0,NA,NA,NA,NA,NA,24,0
"370",95696,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"371",51992,TRUE,0,0,7,NA,1,2,1,1,1,5,6,4,NA,1,24,0
"372",4443,FALSE,0,0,2,1,1,NA,0,1,1,NA,NA,NA,NA,NA,32,0
"373",80536,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"374",87175,FALSE,1,1,3,1,1,NA,1,1,1,NA,NA,NA,NA,NA,21,0
"375",46452,TRUE,1,1,7,NA,0,2,0,1,1,6,NA,0,NA,3,24,0
"376",45188,FALSE,1,1,2,NA,0,1,1,1,1,8,NA,9,NA,3,23,0
"377",15620,TRUE,0,1,12,6,3,NA,1,1,1,4,NA,3,NA,-4,28,1
"378",16537,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,1
"379",64594,TRUE,1,1,3,NA,0,1,0,1,0,10,9,6,5,9,22,1
"380",11547,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,1
"381",41687,FALSE,0,0,6,3,1,NA,1,1,0,NA,NA,NA,NA,NA,26,0
"382",6524,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
"383",65622,FALSE,0,0,4,NA,1,1,0,1,0,7,6,2,NA,11,22,1
"384",20971,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,8,1,NA,28,0
"385",12806,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,7,NA,NA,30,0
"386",97483,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"387",88563,FALSE,1,1,4,3,0,NA,1,1,0,NA,NA,NA,NA,NA,21,0
"388",7035,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,NA,6,NA,NA,29,0
"389",44831,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,25,1
"390",20577,FALSE,0,1,3,1,2,NA,0,1,0,NA,NA,NA,NA,NA,27,0
"391",27612,FALSE,0,1,2,NA,0,1,0,1,0,7,7,7,NA,9,25,0
"392",64152,FALSE,1,1,5,NA,0,3,1,1,0,3,NA,5,NA,1,22,0
"393",90078,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,7,4,6,NA,22,1
"394",24485,FALSE,0,0,6,2,0,NA,0,1,0,NA,NA,NA,NA,NA,27,0
"395",51282,TRUE,0,0,5,15,0,NA,1,1,0,6,NA,8,NA,6,24,0
"396",61016,FALSE,1,0,1,NA,1,1,0,1,0,8,NA,0,NA,8,22,0
"397",16565,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"398",96785,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,9,0,7,NA,19,0
"399",20022,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,1
"400",17110,FALSE,1,1,12,NA,0,0,1,0,1,5,6,0,NA,10,27,1
"401",46377,FALSE,0,1,3,NA,1,1,0,1,1,6,5,0,NA,10,24,0
"402",99165,FALSE,1,1,4,3,0,NA,0,1,1,NA,NA,NA,NA,NA,20,1
"403",3264,FALSE,1,1,15,14,3,NA,1,1,1,NA,NA,NA,NA,NA,32,0
"404",51674,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"405",57744,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,0,4,NA,25,0
"406",83228,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,1
"407",10843,FALSE,1,1,3,NA,1,0,1,0,1,5,NA,1,NA,5,28,0
"408",51826,FALSE,1,0,3,1,2,NA,1,0,0,NA,NA,NA,NA,NA,25,0
"409",101049,FALSE,0,0,4,4,NA,NA,0,1,1,NA,NA,NA,NA,NA,18,0
"410",74859,FALSE,0,0,8,NA,0,5,1,1,0,4,4,3,NA,1,22,0
"411",2521,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34,1
"412",10688,TRUE,1,1,4,NA,2,1,1,1,1,3,3,8,NA,4,29,0
"413",74215,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"414",14139,FALSE,1,1,2,0,0,NA,0,1,0,6,NA,2,NA,6,29,0
"415",10298,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,0
"416",21832,FALSE,0,0,5,NA,0,1,1,1,0,7,7,2,NA,7,26,0
"417",26589,FALSE,1,0,2,NA,0,1,0,1,0,7,NA,7,NA,4,25,0
"418",65214,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,6,4,5,NA,24,1
"419",87838,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,8,NA,NA,20,0
"420",21115,FALSE,1,1,6,NA,1,0,1,0,1,7,6,1,7,2,26,1
"421",1241,FALSE,0,1,5,NA,0,3,0,1,1,3,5,0,NA,6,33,0
"422",73129,FALSE,0,0,3,NA,0,3,0,1,0,4,4,0,NA,3,22,0
"423",18914,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,1
"424",68063,FALSE,0,0,2,1,0,NA,1,1,0,NA,NA,NA,NA,NA,24,1
"425",58745,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,23,0
"426",92093,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"427",93308,FALSE,0,0,2,NA,0,1,0,1,0,7,8,7,5,4,19,1
"428",2004,FALSE,0,1,2,1,2,NA,1,1,0,5,NA,8,NA,5,33,0
"429",23413,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"430",33841,FALSE,1,1,2,2,0,NA,0,1,1,NA,NA,NA,NA,NA,26,1
"431",29267,TRUE,0,1,4,3,0,NA,0,1,1,NA,NA,NA,NA,NA,26,1
"432",87571,TRUE,0,0,3,1,0,NA,1,1,1,9,NA,2,NA,3,21,1
"433",64973,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,4,NA,23,0
"434",61244,FALSE,0,0,9,NA,0,2,1,1,1,7,6,9,5,10,22,0
"435",87135,FALSE,0,0,2,NA,1,1,1,1,0,6,7,7,3,10,20,0
"436",9101,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1
"437",53900,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,2,NA,8,NA,NA,25,0
"438",28588,TRUE,0,0,0,NA,0,0,0,0,0,5,6,0,NA,4,26,1
"439",6611,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1
"440",89191,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,4,NA,NA,22,0
"441",11881,TRUE,0,0,3,NA,3,1,0,1,0,5,6,7,NA,3,28,0
"442",78652,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"443",86102,TRUE,0,0,2,NA,0,1,0,1,0,9,5,5,4,NA,20,0
"444",56007,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"445",29949,FALSE,0,1,6,NA,0,2,1,1,0,6,7,4,3,-2,25,0
"446",82148,TRUE,0,0,5,NA,0,1,1,1,0,5,NA,9,NA,6,21,0
"447",42390,FALSE,0,0,4,NA,0,15,1,1,1,1,3,7,NA,2,24,0
"448",67187,TRUE,1,0,1,NA,0,1,0,1,1,7,5,2,3,7,22,1
"449",70739,FALSE,0,0,3,2,0,NA,1,0,0,7,7,9,4,6,23,1
"450",14581,TRUE,0,0,13,11,2,NA,1,1,1,NA,NA,NA,NA,NA,29,0
"451",66352,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,5,NA,NA,22,0
"452",73944,FALSE,1,1,4,NA,0,2,1,1,0,5,6,5,NA,4,22,1
"453",811,FALSE,1,0,4,NA,3,0,0,0,1,2,NA,1,NA,-3,33,0
"454",54325,TRUE,1,0,4,NA,2,1,1,1,1,5,4,2,NA,0,23,0
"455",96747,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,3,NA,20,1
"456",96103,TRUE,1,1,4,NA,0,1,1,1,0,5,NA,3,NA,7,20,0
"457",66082,FALSE,0,1,10,7,1,NA,1,1,0,NA,NA,NA,NA,NA,23,0
"458",15288,FALSE,1,1,4,NA,1,1,1,1,1,6,5,4,5,9,28,1
"459",60942,FALSE,0,0,4,NA,1,1,1,1,0,2,NA,1,NA,12,22,0
"460",75470,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,22,0
"461",24550,FALSE,0,0,5,NA,1,1,0,1,0,7,7,6,1,3,26,0
"462",85739,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"463",60235,FALSE,0,0,4,NA,1,1,1,1,1,5,7,1,NA,-1,22,1
"464",85541,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"465",19680,FALSE,1,0,5,NA,1,2,1,1,0,3,6,1,NA,3,26,0
"466",98824,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,NA,0,NA,NA,18,0
"467",17859,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1
"468",87876,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,9,NA,7,NA,NA,22,0
"469",80382,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,4,NA,NA,23,0
"470",63597,TRUE,0,0,2,1,0,NA,1,1,1,6,NA,0,NA,1,23,0
"471",11162,FALSE,1,0,10,NA,3,1,1,1,1,6,5,0,2,6,28,0
"472",80150,FALSE,0,0,4,4,0,NA,0,1,0,NA,NA,NA,NA,NA,22,1
"473",54724,TRUE,1,1,6,NA,0,3,1,1,0,5,NA,2,NA,7,23,0
"474",10580,FALSE,0,0,1,NA,0,1,0,1,0,9,5,0,NA,0,28,0
"475",33185,FALSE,0,0,3,NA,1,1,0,1,0,7,NA,8,NA,7,25,0
"476",83131,FALSE,0,0,4,NA,1,1,1,1,1,7,5,2,5,6,21,0
"477",62496,FALSE,1,0,2,1,2,NA,1,1,1,NA,NA,NA,NA,NA,24,0
"478",12676,TRUE,0,0,0,NA,0,2,0,1,0,3,2,6,NA,2,28,1
"479",53188,FALSE,1,1,5,0,0,NA,1,0,0,NA,NA,NA,NA,NA,24,0
"480",99766,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"481",7806,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"482",3367,TRUE,1,1,1,NA,1,0,0,0,0,4,4,1,NA,2,31,0
"483",40602,FALSE,1,1,1,NA,0,1,1,1,1,1,5,9,NA,10,24,1
"484",69274,FALSE,0,0,3,NA,0,1,0,1,1,8,NA,2,NA,4,22,1
"485",87452,FALSE,1,1,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,22,1
"486",81633,TRUE,0,0,2,2,0,NA,0,0,0,NA,NA,NA,NA,NA,22,0
"487",27729,FALSE,0,1,7,NA,0,3,0,1,0,8,NA,5,NA,1,26,0
"488",31429,TRUE,0,1,10,NA,1,1,1,1,1,5,5,4,NA,5,25,0
"489",59202,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"490",29760,FALSE,1,1,6,NA,0,3,1,1,1,6,6,9,3,3,25,0
"491",31389,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0
"492",37876,TRUE,0,0,2,2,0,NA,0,1,1,10,NA,2,NA,10,25,0
"493",48280,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"494",8668,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,29,1
"495",65820,FALSE,1,0,4,NA,1,1,0,1,1,6,6,0,4,9,22,0
"496",69662,TRUE,0,1,5,NA,0,0,1,0,0,7,NA,0,NA,8,22,1
"497",83257,FALSE,0,0,8,NA,0,3,0,1,0,4,NA,9,NA,8,21,0
"498",5686,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"499",79730,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"500",60713,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,23,0
"501",54195,FALSE,0,1,3,NA,1,1,1,1,0,6,7,3,6,6,23,0
"502",73159,FALSE,1,1,4,3,1,NA,0,1,1,NA,NA,NA,NA,NA,23,1
"503",81395,FALSE,0,1,6,4,0,NA,1,1,1,NA,NA,NA,NA,NA,22,0
"504",39814,FALSE,0,1,3,NA,0,2,0,1,0,5,5,1,2,7,24,0
"505",100830,FALSE,0,0,2,2,0,NA,0,1,0,NA,NA,NA,NA,NA,19,0
"506",89903,TRUE,1,1,7,NA,0,1,1,1,0,7,6,4,4,0,19,0
"507",102428,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,18,0
"508",49992,FALSE,1,0,5,NA,0,1,0,1,0,7,6,3,3,3,23,0
"509",30264,FALSE,1,1,1,15,1,NA,0,1,1,5,5,7,3,4,26,1
"510",66021,TRUE,1,1,4,3,0,NA,0,1,0,8,5,8,3,4,23,0
"511",91615,FALSE,0,0,4,4,3,NA,0,1,0,NA,NA,NA,NA,NA,21,0
"512",40654,TRUE,0,0,2,NA,0,1,1,1,1,5,NA,8,NA,5,24,0
"513",86184,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"514",90930,FALSE,1,1,6,5,0,NA,1,1,0,7,6,5,2,4,20,1
"515",41868,FALSE,0,0,5,15,1,NA,1,1,0,NA,NA,NA,NA,NA,25,0
"516",89253,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,1
"517",51122,FALSE,1,1,1,NA,NA,0,1,0,0,2,4,7,NA,8,23,1
"518",89575,FALSE,0,0,5,5,0,NA,1,1,0,NA,NA,NA,NA,NA,21,1
"519",17838,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,7,6,7,3,NA,29,0
"520",57992,FALSE,1,1,1,1,0,NA,0,1,1,NA,NA,NA,NA,NA,24,0
"521",45864,FALSE,1,1,3,NA,0,2,0,1,0,7,7,9,5,11,24,0
"522",102086,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,7,NA,NA,18,1
"523",44558,FALSE,1,1,8,5,0,NA,1,1,0,NA,NA,NA,NA,NA,25,1
"524",7600,TRUE,0,0,6,NA,0,0,1,0,0,5,5,9,2,9,30,1
"525",75674,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,4,1,4,NA,22,0
"526",77202,TRUE,1,1,2,NA,0,0,1,0,1,5,5,7,NA,7,22,1
"527",58717,FALSE,1,1,7,NA,0,2,1,1,1,7,NA,2,NA,8,23,0
"528",60089,TRUE,0,1,8,3,1,NA,1,0,1,8,7,7,5,2,24,1
"529",68177,FALSE,1,1,5,NA,1,1,1,1,0,5,5,9,NA,2,22,0
"530",11340,FALSE,0,0,4,7,2,NA,1,1,0,6,2,6,2,4,29,0
"531",97409,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,NA,NA,19,0
"532",78396,FALSE,0,0,3,2,0,NA,1,1,0,NA,NA,NA,NA,NA,23,1
"533",91270,FALSE,0,1,2,2,0,NA,0,1,0,NA,NA,NA,NA,NA,21,0
"534",72928,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"535",50328,FALSE,1,0,2,NA,0,1,0,1,1,7,6,8,5,6,24,1
"536",52544,TRUE,0,0,5,NA,0,2,1,1,0,5,5,7,3,1,23,0
"537",91513,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"538",2327,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,31,0
"539",17732,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"540",44987,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,NA,6,NA,NA,26,1
"541",65333,TRUE,1,0,2,NA,1,1,1,1,1,4,6,2,NA,6,22,0
"542",67729,FALSE,0,0,6,NA,0,0,1,0,1,3,5,8,NA,7,21,1
"543",16371,FALSE,1,1,1,NA,1,1,0,1,0,4,NA,9,NA,5,27,0
"544",46485,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"545",26437,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"546",101696,TRUE,1,0,8,6,0,NA,1,1,0,NA,NA,NA,NA,NA,19,1
"547",77052,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,7,0,4,NA,22,0
"548",78540,FALSE,0,0,2,0,0,NA,0,1,0,NA,NA,NA,NA,NA,22,0
"549",2131,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8,NA,NA,33,0
"550",87402,FALSE,0,0,6,1,0,NA,1,1,0,NA,NA,NA,NA,NA,21,0
"551",19515,FALSE,NA,NA,15,NA,NA,0,1,0,1,4,4,0,NA,NA,26,0
"552",88037,TRUE,0,0,4,1,0,NA,0,1,1,NA,NA,NA,NA,NA,22,1
"553",82838,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,1
"554",45245,TRUE,0,0,3,NA,1,1,1,1,1,5,NA,3,NA,2,25,1
"555",43529,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,2,NA,NA,26,0
"556",29636,TRUE,1,0,5,NA,0,1,0,1,0,8,5,2,4,6,25,1
"557",73041,TRUE,0,0,12,NA,1,2,1,1,1,7,5,6,5,6,21,0
"558",16812,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"559",55029,FALSE,1,1,5,NA,0,1,1,1,1,7,9,9,4,4,23,0
"560",57907,FALSE,1,0,6,NA,1,0,1,0,0,5,7,8,NA,1,23,0
"561",87120,FALSE,1,1,4,3,0,NA,0,1,0,NA,NA,NA,NA,NA,22,0
"562",100854,TRUE,0,1,1,1,0,NA,0,0,0,NA,NA,NA,NA,NA,19,0
"563",15772,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"564",75456,FALSE,1,1,5,NA,1,1,1,1,0,6,6,8,2,10,21,0
"565",6522,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,NA,31,1
